OID,Number,Abbrev,Private,Type,Bldg,BldgAbbr,BldgName,YearBuilt,NumFloors,Address,City,Zip,MapDisplay,Shape_Length,Shape_Area
,1195,,No,ACADEMIC,1195,,Non Surgical Animal Procedure,1995,01,544 Turk Rd,College Station,77843,Non Surgical Animal Procedure |  | 1195,40.161892233328338,100.023583664754028
,0384,SCCT,No,ACADEMIC,0384,SCCT,Sam Houston Sanders Corps of Cadets Center,1992,01,475 Short St,College Station,77843,Sam Houston Sanders Corps of Cadets Center | SCCT | 0384,210.005164512090801,2037.098578006158277
,1044,,No,UNIVERSITY,1044,,TVMC-Poultry Research,1971,01,1039 Turk Rd,College Station,77843,TVMC-Poultry Research |  | 1044,47.294727568898850,136.321729993025286
, ,,No,UNIVERSITY,,,,,,,,, |  | ,137.381873851156712,990.510685995454310
,0450,DCAN,No,DINING,0450,DCAN,Duncan Dining Hall,1940,03,777 Military Mall,College Station,77843,Duncan Dining Hall | DCAN | 0450,404.092491959530321,7020.546173023407391
,0393,LIND,No,ACADEMIC,0393,LIND,John H. Lindsey Building,1983,01,646 Lewis St,College Station,77843,John H. Lindsey Building | LIND | 0393,237.522676323788232,2348.508097694446406
,0383,JJKB,No,ACADEMIC,0383,JJKB,Koldus Building,1992,03,400 Joe Routt Bl,College Station,77843,Koldus Building | JJKB | 0383,468.684999251356885,5125.049384110729989
,0379,UCPG,No,GARAGE,0379,UCPG,University Center Parking Garage,1992,07,660 Throckmorton St,College Station,77843,University Center Parking Garage | UCPG | 0379,407.993224832277463,9714.881778517787097
,1085,VSAH,No,ACADEMIC,1085,VSAH,Veterinary Small Animal Hospital,1981,03,408 Raymond Stotzer Pw,College Station,77843,Veterinary Small Animal Hospital | VSAH | 1085,320.416605460597680,4899.641768497775956
,1186,,No,UNIVERSITY,1186,,TVMC-Isolation Laboratory,1993,01,550 Raymond Stotzer Pw,College Station,77843,TVMC-Isolation Laboratory |  | 1186,87.902047234714942,480.979225443164523
,0363,,No,UNIVERSITY,0363,,Shed-VP Student Services,1976,01,750 Throckmorton St,College Station,77843,Shed-VP Student Services |  | 0363,12.718651021996498,10.086357494441717
,1502,HPCT,No,ACADEMIC,1502,HPCT,HEEP Center,1977,07,370 Olsen Bl,College Station,77843,HEEP Center | HPCT | 1502,345.920127979412712,3151.933217290831635
, ,,No,UNIVERSITY,,,,,,,,, |  | ,12.153618402925098,9.209236357414255
, ,,No,UNIVERSITY,,,,,,,,, |  | ,16.234929482130994,9.508171505726114
, ,,No,UNIVERSITY,,,,,,,,, |  | ,8.373041311817662,4.096010000990480
, ,,No,UNIVERSITY,,,,,,,,, |  | ,36.936951559031385,53.036219034154470
, ,,No,UNIVERSITY,,,,,,,,, |  | ,14.230751187418686,12.647863506794884
, ,,No,UNIVERSITY,,,,,,,,, |  | ,28.821985789116251,47.056080998167637
, ,,No,UNIVERSITY,,,,,,,,, |  | ,24.450368103430961,37.354568023456238
, ,,No,UNIVERSITY,,,,,,,,, |  | ,21.055450954772802,27.593049028361797
, ,,No,UNIVERSITY,,,,,,,,, |  | ,21.218526760093560,28.035578510778784
, ,,No,UNIVERSITY,,,,,,,,, |  | ,21.129420805938544,27.707897991107821
, ,,No,UNIVERSITY,,,,,,,,, |  | ,19.389473640740423,22.268321990982322
, ,,No,UNIVERSITY,,,,,,,,, |  | ,48.092958435497380,120.739839664216731
, ,,No,UNIVERSITY,,,,,,,,, |  | ,28.391628788819691,45.092707394273809
, ,,No,UNIVERSITY,,,,,,,,, |  | ,33.420872352879208,56.498523195679752
, ,,No,UNIVERSITY,,,,,,,,, |  | ,14.317409221781386,12.681161997955769
, ,,No,UNIVERSITY,,,,,,,,, |  | ,27.405642307606673,43.086765994242221
, ,,No,UNIVERSITY,,,,,,,,, |  | ,17.670417684742748,19.280396992772701
, ,,No,UNIVERSITY,,,,,,,,, |  | ,24.822560425222569,35.095610467873158
, ,,No,UNIVERSITY,,,,,,,,, |  | ,16.943075318092383,17.930670317928080
, ,,No,UNIVERSITY,,,,,,,,, |  | ,18.680254428765110,21.765720991701720
, ,,No,UNIVERSITY,,,,,,,,, |  | ,28.492560377047198,45.800061522735120
, ,,No,OTHER,,,,,,,,, |  | ,28.118701712787786,44.091334561965326
, ,,No,UNIVERSITY,,,,,,,,, |  | ,27.967644092204168,43.588820643122418
, ,,No,UNIVERSITY,,,,,,,,, |  | ,35.148284508833449,76.019547386456793
, ,,No,UNIVERSITY,,,,,,,,, |  | ,14.439026220027880,13.024502055175287
, ,,No,UNIVERSITY,,,,,,,,, |  | ,28.508561765427853,46.348818678491732
, ,,No,UNIVERSITY,,,,,,,,, |  | ,26.688223096324734,34.973303826746950
, ,,No,UNIVERSITY,,,,,,,,, |  | ,46.343095408317410,131.840232455303351
, ,,No,UNIVERSITY,,,,,,,,, |  | ,33.363088947271173,64.400288488179243
, ,,No,UNIVERSITY,,,,,,,,, |  | ,213.102480796105567,497.307372895392007
, ,,No,UNIVERSITY,,,,,,,,, |  | ,28.216118829503255,45.031005872658483
, ,,No,UNIVERSITY,,,,,,,,, |  | ,14.513277506172434,12.725873016908437
, ,,No,UNIVERSITY,,,,,,,,, |  | ,22.067419767489710,16.697238019501686
, ,,No,UNIVERSITY,,,,,,,,, |  | ,22.552235121769236,18.325225088901359
, ,,No,UNIVERSITY,,,,,,,,, |  | ,37.697485213091959,68.482727686880793
, ,,No,UNIVERSITY,,,,,,,,, |  | ,28.248919615591760,44.983962021556977
, ,,No,UNIVERSITY,,,,,,,,, |  | ,17.063720666579613,16.568287491157278
, ,,No,UNIVERSITY,,,,,,,,, |  | ,28.827833900472687,51.322093494295572
, ,,No,UNIVERSITY,,,,,,,,, |  | ,74.342919701201993,280.660987504142156
, ,,No,UNIVERSITY,,,,,,,,, |  | ,51.927615860509412,145.151013475296452
,1579,,No,UNIVERSITY,1579,,Small Upland Fowl Res Lab (Mothballed in 2014),1994,01,1075 George Bush Dr W,College Station,77843,Small Upland Fowl Res Lab (Mothballed in 2014) |  | 1579,96.533994294702808,399.714184344740261
, ,,No,UNIVERSITY,,,,,,,,, |  | ,21.464091082114710,18.825704994922578
, ,,No,UNIVERSITY,,,,,,,,, |  | ,37.368426006143039,56.973672385117275
, ,,No,UNIVERSITY,,,,,,,,, |  | ,60.997801937154421,160.086542491104922
, ,,No,UNIVERSITY,,,,,,,,, |  | ,25.669807799021438,33.893139030844402
, ,,No,UNIVERSITY,,,,,,,,, |  | ,64.280102779671623,328.508132388855188
, ,,No,UNIVERSITY,,,,,,,,, |  | ,96.000337407927816,732.720798881940254
, ,,No,UNIVERSITY,,,,,,,,, |  | ,9.986957033017521,6.229117509031370
, ,,No,UNIVERSITY,,,,,,,,, |  | ,96.071042838036092,733.800512122114469
, ,,No,UNIVERSITY,,,,,,,,, |  | ,17.043552870959559,16.865714972805083
, ,,No,UNIVERSITY,,,,,,,,, |  | ,54.655464359361801,186.697020909821333
, ,,No,UNIVERSITY,,,,,,,,, |  | ,11.886172673718345,8.326614003114463
, ,,No,UNIVERSITY,,,,,,,,, |  | ,23.512798263909946,26.207879287083220
, ,,No,UNIVERSITY,,,,,,,,, |  | ,96.047299619358654,481.305187288037359
, ,,No,UNIVERSITY,,,,,,,,, |  | ,142.374517303386085,659.786393423274490
, ,,No,UNIVERSITY,,,,,,,,, |  | ,74.799532442074550,281.174988548808926
, ,,No,UNIVERSITY,,,,,,,,, |  | ,66.909621569814448,253.916719544589171
,9101,,No,UNIVERSITY,9101,,Agronomy Road 138kV Substation Control House,1994,01,174 Agronomy Rd,College Station,77843,Agronomy Road 138kV Substation Control House |  | 9101,53.524044441225250,149.104457384699288
, ,,No,UNIVERSITY,,,,,,,,, |  | ,10.181293692461169,6.445010511738107
, ,,No,UNIVERSITY,,,,,,,,, |  | ,13.383310273583856,10.878276992755710
, ,,No,UNIVERSITY,,,,,,,,, |  | ,7.090095763983489,2.470885498863503
, ,,No,UNIVERSITY,,,,,,,,, |  | ,8.585892659703259,3.900455000184551
, ,,No,UNIVERSITY,,,,,,,,, |  | ,11.405311628332621,8.070782506952732
, ,,No,UNIVERSITY,,,,,,,,, |  | ,11.591156314352901,8.337813000026241
, ,,No,UNIVERSITY,,,,,,,,, |  | ,12.424834447646591,6.819409996140896
, ,,No,UNIVERSITY,,,,,,,,, |  | ,30.091396235474111,12.430241489341018
, ,,No,UNIVERSITY,,,,,,,,, |  | ,11.037730898204094,7.099788002491637
, ,,No,UNIVERSITY,,,,,,,,, |  | ,12.182938067325132,8.899181505377353
, ,,No,UNIVERSITY,,,,,,,,, |  | ,41.803193000897210,86.398311580702511
,1549,,No,SPORTS,1549,,Olsen Field Batting Cage Facility,2005,01,949 Olsen Bl,College Station,77843,Olsen Field Batting Cage Facility |  | 1549,121.684098251890262,925.436264410773560
,1570,WCTC,No,SPORTS,1570,WCTC,Omar Smith Instructional Tennis Center,2003,01,746 Penberthy Bl,College Station,77843,Omar Smith Instructional Tennis Center | WCTC | 1570,89.465698068744913,367.042145744481559
,1600,GGB,No,OTHER,1600,GGB,Gilchrist Building (T.T.I.),1999,03,2929 Research Pw,College Station,77843,Gilchrist Building (T.T.I.) | GGB | 1600,198.482998310926661,2129.666303749761482
,1609,TTIHQ,No,OTHER,1609,TTIHQ,TTI State Headquarters & Research Building,2010,04,2935 Research Pw,College Station,77843,TTI State Headquarters & Research Building | TTIHQ | 1609,242.202524129488637,2276.583039356907193
,0386,CHEN,No,ACADEMIC,0386,CHEN,Jack E. Brown Chemical Engineering Building,2004,07,100 Spence St,College Station,77843,Jack E. Brown Chemical Engineering Building | CHEN | 0386,258.324372068559171,3812.215490880154903
,0297,MPHY,No,ACADEMIC,0297,MPHY,Mitchell Physics Building,2009,07,578 University Dr,College Station,77843,Mitchell Physics Building | MPHY | 0297,241.808484372851638,2737.417736598562897
,0296,MIST,No,ACADEMIC,0296,MIST,Mitchell Inst for Fundamental Phys & Astronomy,2009,07,576 University Dr,College Station,77843,Mitchell Inst for Fundamental Phys & Astronomy | MIST | 0296,109.236769688296022,774.085714141113272
,0356,,No,UNIVERSITY,0356,,Parking Booth At PA35,1997,01,704 Lamar St,College Station,77843,Parking Booth At PA35 |  | 0356,18.692476291035810,19.428307991555151
,1906,TIPS C,No,UNIVERSITY,1906,TIPS C,Texas A&M Institute for Preclinical Studies C,2009,01,812 Raymond Stotzer Pw,College Station,77843,Texas A&M Institute for Preclinical Studies C | TIPS C | 1906,41.230860831148881,105.064462004822090
,1605,CEN,No,ACADEMIC,1605,CEN,Centeq Building,1991,02,1500 Research Pw,College Station,77843,Centeq Building | CEN | 1605,362.659324750429505,2957.326160487881680
, ,,No,UNIVERSITY,,,,,,,,, |  | ,119.289316271083763,1132.379044701486691
,3100,HGLR,No,OTHER,3100,HGLR,Hagler Center,1998,03,401 George Bush Dr,College Station,77843,Hagler Center | HGLR | 3100,295.253260459177113,2234.648144432653680
,1905,TIPS B,No,UNIVERSITY,1905,TIPS B,Texas A&M Institute for Preclinical Studies B,2009,01,806 Raymond Stotzer Pw,College Station,77843,Texas A&M Institute for Preclinical Studies B | TIPS B | 1905,41.106701972726817,104.480643290022286
,1904,TIPS A,No,OTHER,1904,TIPS A,Texas A&M Institute for Preclinical Studies A,2009,02,800 Raymond Stotzer Pw,College Station,77843,Texas A&M Institute for Preclinical Studies A | TIPS A | 1904,406.598654088585249,6784.095796427250207
, ,,No,UNIVERSITY,,,,,,,,, |  | ,41.438531048312029,84.539508438876283
,1569,,No,UNIVERSITY,1569,,Mitchell Tennis Center Ticket Booth,2004,01,754 Penberthy Bl,College Station,77843,Mitchell Tennis Center Ticket Booth |  | 1569,28.911606948409073,50.414966167259102
,1525,NMR,No,ACADEMIC,1525,NMR,Nuclear Magnetic Resonance Facility,2010,03,272 Olsen Bl,College Station,77843,Nuclear Magnetic Resonance Facility | NMR | 1525,243.862069609191536,1766.804029938370377
,1456,Bldg H,No,HOUSING TAMU,1456,,The Gardens H,2010,03,302 Ball St,College Station,77843,The Gardens H | Bldg H | 1456,200.742990146183928,1290.711292972893716
,1455,Bldg G,No,HOUSING TAMU,1455,,The Gardens G,2010,03,302 Ball St,College Station,77843,The Gardens G | Bldg G | 1455,200.742832408776422,1290.709504163796964
,1454,Bldg F,No,HOUSING TAMU,1454,,The Gardens F,2010,03,302 Ball St,College Station,77843,The Gardens F | Bldg F | 1454,200.742824788321741,1290.711171848287449
,1450,,No,HOUSING TAMU,1450,,Laundry @ The Gardens,2010,01,302 Ball St,College Station,77843,Laundry @ The Gardens |  | 1450,62.460185481384691,206.608597295001573
,1453,Bldg L,No,HOUSING TAMU,1453,,The Gardens L,2010,03,302 Ball St,College Station,77843,The Gardens L | Bldg L | 1453,200.742954348778994,1290.709763656758696
,1452,Bldg K,No,HOUSING TAMU,1452,,The Gardens K,2010,03,302 Ball St,College Station,77843,The Gardens K | Bldg K | 1452,200.742696887587073,1290.709950848849530
,1451,Bldg J,No,HOUSING TAMU,1451,,The Gardens J,2010,03,302 Ball St,College Station,77843,The Gardens J | Bldg J | 1451,200.742828168010334,1290.709815563352095
,0446,RDER,No,ACADEMIC,0446,RDER,Rudder Tower,1973,14,401 Joe Routt Bl,College Station,77843,Rudder Tower | RDER | 0446,474.405596656195314,7694.394167294829458
,0200,,No,UNIVERSITY,0200,,Dr. David E. Schob Military Appreciation Home,2010,01,906 Ashburn Av,College Station,77843,Dr. David E. Schob Military Appreciation Home |  | 0200,59.780701839910890,180.532714357189803
,3196,,No,UNIVERSITY,3196,,Hensel Park Telecom Building,2010,01,570 Floriculture Rd,College Station,77843,Hensel Park Telecom Building |  | 3196,83.633584565098403,436.097547651798209
,1499,SUP2,No,UNIVERSITY,1499,SUP2,Satellite Utility Plant No. 2,1988,01,401 Turk Rd,College Station,77843,Satellite Utility Plant No. 2 | SUP2 | 1499,231.520687007114248,2763.076050086109717
,2942,,No,LEASE,2942,,Telecommunications Services Center (expired 2013),1997,02,7610 Eastmark Dr,College Station,77843,Telecommunications Services Center (expired 2013) |  | 2942,157.304973562112878,1065.048180847423964
,1535,AGLS,No,ACADEMIC,1535,AGLS,Agriculture and Life Sciences Building,2011,05,600 John Kimbrough Bl,College Station,77843,Agriculture and Life Sciences Building | AGLS | 1535,327.823177056755526,3053.125785156818438
,1538,AGCT,No,ACADEMIC,1538,AGCT,The AgriLife Center,2011,02,556 John Kimbrough Bl,College Station,77843,The AgriLife Center | AGCT | 1538,145.384632144607423,1155.217164824232214
,1194,VLAH,No,ACADEMIC,1194,VLAH,Veterinary Large Animal Hospital,1993,02,500 Raymond Stotzer Pw,College Station,77843,Veterinary Large Animal Hospital | VLAH | 1194,789.021222946048624,10359.504445582164408
,1910,NCTM,No,OTHER,1910,NCTM,National Center for Therapeutics Manufacturing,2011,02,100 Discovery Dr,College Station,77843,National Center for Therapeutics Manufacturing | NCTM | 1910,555.580212517230279,10870.313960709017920
, ,,No,UNIVERSITY,,,,,,,,, |  | ,55.471608092250925,191.738064790754834
,1536,AGSV,No,ACADEMIC,1536,AGSV,AgriLife Services Building,2011,05,578 John Kimbrough Bl,College Station,77843,AgriLife Services Building | AGSV | 1536,183.286330417555945,1469.464191413603203
,0454,MSC,No,ACADEMIC,0454,MSC,Memorial Student Center,1951,04,275 Joe Routt Bl,College Station,77843,Memorial Student Center | MSC | 0454,1023.379946683302023,17699.454100378759904
,0275,LAAH,No,ACADEMIC,0275,LAAH,Liberal Arts and Arts & Humanities Building,2012,05,399 Spence St,College Station,77843,Liberal Arts and Arts & Humanities Building | LAAH | 0275,282.795870186969580,2322.429456121611111
,1457,Bldg M,No,HOUSING TAMU,1457,,The Gardens M,2011,03,1100 Hensel Dr,College Station,77843,The Gardens M | Bldg M | 1457,208.080761834341189,1298.146336028686164
,1461,,No,HOUSING TAMU,1461,,Activity Building,2011,01,1100 Hensel Dr,College Station,77843,Activity Building |  | 1461,85.101254938373245,372.133520913187908
,1459,Bldg P,No,HOUSING TAMU,1459,,The Gardens P,2011,03,1100 Hensel Dr,College Station,77843,The Gardens P | Bldg P | 1459,221.951567699369491,1342.886155464514104
,1460,Bldg Q,No,HOUSING TAMU,1460,,The Gardens Q,2011,03,1100 Hensel Dr,College Station,77843,The Gardens Q | Bldg Q | 1460,223.266322433301895,1346.173856813333487
,1458,Bldg N,No,HOUSING TAMU,1458,,The Gardens N,2011,03,1100 Hensel Dr,College Station,77843,The Gardens N | Bldg N | 1458,207.562595758583541,1301.187097885320782
,0270,ETB,No,ACADEMIC,0270,ETB,Emerging Technologies Building,2011,06,101 Bizzell St,College Station,77843,Emerging Technologies Building | ETB | 0270,417.593482570118681,4619.924256627622526
,1581,,No,UNIVERSITY,1581,,Penberthy RecSports Maintenance Bldg,2011,01,901 Penberthy Bl,College Station,77843,Penberthy RecSports Maintenance Bldg |  | 1581,67.807906065584191,231.981012097255956
,1578,,No,SPORTS,1578,,Penberthy RecSports Pavilion,2011,01,1000 Penberthy Bl,College Station,77843,Penberthy RecSports Pavilion |  | 1578,138.258241643412731,1049.001272557305811
,1568,,No,SPORTS,1568,,Varsity Soccer Press Box,2004,03,369 Tom Chandler Dr,College Station,77843,Varsity Soccer Press Box |  | 1568,192.504047746005597,834.931891263335729
,0474,YMCA,No,ACADEMIC,0474,YMCA,YMCA Building,1913,04,365 Houston St,College Station,77843,YMCA Building | YMCA | 0474,153.044369991685357,1217.073774470034550
,1237,EAA,No,ACADEMIC,1237,EAA,Equine Athletic Riding Arena,2008,01,523 Turk Rd,College Station,77843,Equine Athletic Riding Arena | EAA | 1237,166.060663978099171,1591.751048938994927
,1402,BUZB,No,HOUSING TAMU,1402,BUZB,Buzbee Leadership Learning Center,2012,05,682 Military Mall,College Station,77843,Buzbee Leadership Learning Center | BUZB | 1402,83.433900640729519,334.058466832390820
,8901,,No,OTHER,8901,,GSC Portable Building,2002,01,648 Agronomy Rd,College Station,77843,GSC Portable Building |  | 8901,79.358716371336968,388.807917874044279
,8900,,No,ACADEMIC,8900,W5AC,W5AC Amateur Radio Club Building,2002,01,582 Floriculture Rd,College Station,77843,W5AC Amateur Radio Club Building |  | 8900,57.471426548972445,195.908325540446526
,1572,,No,UNIVERSITY,1572,,Soccer/Intramural Restroom,2011,01,946 Olsen Bl,College Station,77843,Soccer/Intramural Restroom |  | 1572,42.372132749415158,112.208755527367373
,0358,DPDC,No,SPORTS,0358,DPDC,Davis Football Player Development Center,2012,01,886 Houston St,College Station,77843,Davis Football Player Development Center | DPDC | 0358,186.497740593369798,1846.814560850378257
,1540,PEAP,No,ACADEMIC,1540,PEAP,Physical Education Activity Program Building,2013,02,632 Penberthy Rd,College Station,77843,Physical Education Activity Program Building | PEAP | 1540,367.624552670933213,6906.759718790964143
,3170,,No,UNIVERSITY,3170,,Horticulture Garden Volunteer Office,2002,01,540 Floriculture Rd,College Station,77843,Horticulture Garden Volunteer Office |  | 3170,21.767464276953234,28.634635308511907
,1416,HLBL,No,HOUSING TAMU,1416,HLBL,Hullabaloo Residence Hall,2013,04,306 University Dr,College Station,77843,Hullabaloo Residence Hall | HLBL | 1416,655.995173783867358,5103.773756432012306
,1248,VWSH,No,UNIVERSITY,1248,VWSH,Transportation Car/Bus Wash Building,2006,01,438 Agronomy Rd,College Station,77843,Transportation Car/Bus Wash Building | VWSH | 1248,75.996586389375281,360.967571424852338
, ,,No,UNIVERSITY,,,,,,,,, |  | ,27.613551564402254,41.885598754417394
,0468a,SCC,No,LIBRARY,,,,,,,,, | SCC | ,129.357584173857731,913.119972651676107
, ,USDA,Yes,FEDERAL,,,,,,,,, | USDA | ,22.429652389057122,31.442840327199939
, ,USDA,Yes,FEDERAL,,,,,,,,, | USDA | ,48.582644890659942,122.965743405858461
, ,USDA,Yes,FEDERAL,,,,,,,,, | USDA | ,35.190042336285195,73.684691313595138
, ,USDA,Yes,FEDERAL,,,,,,,,, | USDA | ,30.481541647988283,53.321490979004921
, ,USDA,Yes,FEDERAL,,,,,,,,, | USDA | ,16.166947044170385,15.373517635361686
, ,USDA,Yes,FEDERAL,,,,,,,,, | USDA | ,89.110331223735585,317.817613027570644
, ,USDA,Yes,FEDERAL,,,,,,,,, | USDA | ,89.728830777380423,318.822125051459295
, ,USDA,Yes,FEDERAL,,,,,,,,, | USDA | ,48.339005667274350,134.850029372177346
, ,USDA,Yes,FEDERAL,,,,,,,,, | USDA | ,48.339005661626715,134.850029331242013
, ,USDA,Yes,FEDERAL,,,,,,,,, | USDA | ,25.079462815296985,39.303147207606123
, ,USDA,Yes,FEDERAL,,,,,,,,, | USDA | ,19.301541935985362,20.589552412579572
, ,USDA,Yes,FEDERAL,,,,,,,,, | USDA | ,21.627440536098668,28.394710793575179
, ,USDA,Yes,FEDERAL,,,,,,,,, | USDA | ,67.117971453906662,260.784971112449398
, ,USDA,Yes,FEDERAL,,,,,,,,, | USDA | ,82.534009835393690,320.384362943730878
, ,USDA,Yes,FEDERAL,,,,,,,,, | USDA | ,44.195682018499014,119.848320120300428
, ,USDA,Yes,FEDERAL,,,,,,,,, | USDA | ,192.594663370516855,1119.032429084458727
, ,USDA,Yes,FEDERAL,,,,,,,,, | USDA | ,108.087758314558016,456.246235089642937
, ,USDA,Yes,FEDERAL,,,,,,,,, | USDA | ,50.301919847106582,130.393532682571418
, ,USDA,Yes,FEDERAL,,,,,,,,, | USDA | ,129.584251355115299,771.906619807553852
, ,USDA,Yes,FEDERAL,,,,,,,,, | USDA | ,38.143502231566593,82.277254828865125
, ,USDA,Yes,FEDERAL,,,,,,,,, | USDA | ,71.104849109337124,271.841391882765834
, ,USDA,Yes,FEDERAL,,,,,,,,, | USDA | ,41.807412386617720,108.762363109372615
, ,USDA,Yes,FEDERAL,,,,,,,,, | USDA | ,72.144268626575609,243.241400778891574
, ,USDA,Yes,FEDERAL,,,,,,,,, | USDA | ,25.639111167147359,39.042502575514590
, ,USDA,Yes,FEDERAL,,,,,,,,, | USDA | ,79.899191060944702,267.096793735559913
, ,USDA,Yes,FEDERAL,,,,,,,,, | USDA | ,61.996359410868386,231.820938461236892
, ,USDA,Yes,FEDERAL,,,,,,,,, | USDA | ,74.587156398323003,278.772397675601553
,1403,ASH,No,HOUSING TAMU,1403,ASH1,"H. Grady Ash, Jr. '58 Leadership Learning Center",2014,04,693 Military Mall,College Station,77843,"H. Grady Ash, Jr. '58 Leadership Learning Center | ASH | 1403",90.309261442534009,340.665142451517852
,1582,PDCWC,No,SPORTS,1582,PDCWC,Player Development Center-West Campus,2014,01,447 Tom Chandler Dr,College Station,77843,Player Development Center-West Campus | PDCWC | 1582,248.249700796982154,1989.888936602346121
, ,,No,UNIVERSITY,,,,,,,,, |  | ,16.064219623793960,16.080492597693922
, ,,No,UNIVERSITY,,,,,,,,, |  | ,17.148077112216843,18.372010502707816
,1240,,No,UNIVERSITY,1240,,LARR SUPPORT SHOP A,,,,,,LARR SUPPORT SHOP A |  | 1240,28.727454203236331,49.055243783654937
,1241,,No,UNIVERSITY,1241,,LARR SUPPORT SHOP B,,,,,,LARR SUPPORT SHOP B |  | 1241,20.729011713176799,25.735159200301755
,3190,,No,UNIVERSITY,3190,,Becky Gates Children's Center Multipurpose Bldg,2009,01,1121 Hensel Dr,College Station,77843,Becky Gates Children's Center Multipurpose Bldg |  | 3190,76.958494909113938,357.083250426634663
,1541,PEBC,No,SPORTS,1541,PEBC,Physical Education Boot Camp and Archery Annex,2013,01,762 Penberthy Bl,College Station,77843,Physical Education Boot Camp and Archery Annex | PEBC | 1541,140.515769659016115,1053.885627499194698
,1440,,No,UNIVERSITY,1440,,Golf Cart Storage Building,2013,01,837 Bizzell St,College Station,77843,Golf Cart Storage Building |  | 1440,158.495853863143282,817.542490015821500
,1611,GERB,No,ACADEMIC,1611,GERB,Giesecke Engineering Research Building,2015,03,1617 Research Pw,College Station,77843,Giesecke Engineering Research Building | GERB | 1611,271.107280995673364,3404.150536542091231
,1247,,No,UNIVERSITY,1247,,Hazardous Waste Office & Support Bldg,2008,01,2659 Dairy Center Rd,College Station,77843,Hazardous Waste Office & Support Bldg |  | 1247,107.048222283580145,509.420093912643779
, ,,No,UNIVERSITY,,,,,,,,, |  | ,19.846810454846466,19.085381391579251
,,,No,UNIVERSITY,,,,,,,,, |  | ,177.763170332736166,1042.589031262573371
,1811,VMR,No,ACADEMIC,1811,VMR,Vet Med Research Bldg Addition,2010,03,588 Raymond Stotzer Pw,College Station,77843,Vet Med Research Bldg Addition | VMR | 1811,187.720193203880967,1387.685895966423459
,1197,VRB,No,ACADEMIC,1197,VRB,Veterinary Research Building,1993,04,588 Raymond Stotzer Pw,College Station,77843,Veterinary Research Building | VRB | 1197,282.161955249285370,2271.396428704258597
,3195,,No,UNIVERSITY,3195,,Hensel Park Telecom Building #2,2015,01,594 Floriculture Rd,College Station,77843,Hensel Park Telecom Building #2 |  | 3195,83.513867100989685,435.595825518048400
,,,No,UNIVERSITY,,,,,,,,, |  | ,44.195065864206597,110.531835877826552
,PA01,UC01,Yes,HOUSING PVT,PA01,UC01,U Centre #01,,,"907 Cross St, Ste 01",College Station,77840,U Centre #01 | UC01 | PA01,152.359252952981592,954.139170342221860
,PA02,UC02,Yes,HOUSING PVT,PA02,UC02,U Centre #02,,,"907 Cross St, Ste 02",College Station,77840,U Centre #02 | UC02 | PA02,271.842002303036338,1077.464230670048437
,PA03,UC03,Yes,HOUSING PVT,PA03,UC03,U Centre #03,,,"907 Cross St, Ste 03",College Station,77840,U Centre #03 | UC03 | PA03,271.842418432572970,1077.464945885236375
,PA04,UC04,Yes,HOUSING PVT,PA04,UC04,U Centre #04,,,"907 Cross St, Ste 04",College Station,77840,U Centre #04 | UC04 | PA04,335.616970536529095,1340.860065041098778
,PA05,UC05,Yes,HOUSING PVT,PA05,UC05,U Centre #05,,,"907 Cross St, Ste 05",College Station,77840,U Centre #05 | UC05 | PA05,287.576580952742859,1279.868021142242014
,PA06,UC06,Yes,HOUSING PVT,PA06,UC06,U Centre #06,,,"907 Cross St, Ste 06",College Station,77840,U Centre #06 | UC06 | PA06,287.570858141193696,1279.877029713714819
,PA07,UC07,Yes,HOUSING PVT,PA07,UC07,U Centre #07,,,"907 Cross St, Ste 07",College Station,77840,U Centre #07 | UC07 | PA07,287.570114644289731,1279.876206943677971
,PA08,UC08,Yes,HOUSING PVT,PA08,UC08,U Centre #08,,,"907 Cross St, Ste 08",College Station,77840,U Centre #08 | UC08 | PA08,287.571067921135295,1279.877575545335731
,PA09,UC09,Yes,HOUSING PVT,PA09,UC09,U Centre #09,,,"907 Cross St, Ste 09",College Station,77840,U Centre #09 | UC09 | PA09,287.569289779069663,1279.875665258826757
,PA10,UC10,Yes,HOUSING PVT,PA10,UC10,U Centre #10,,,"907 Cross St, Ste 10",College Station,77840,U Centre #10 | UC10 | PA10,287.569549762733459,1279.876296133228607
,PA11,UC11,Yes,HOUSING PVT,PA11,UC11,U Centre #11,,,"907 Cross St, Ste 11",College Station,77840,U Centre #11 | UC11 | PA11,38.254698211991169,91.277849518625146
,1810,,No,OTHER,1810,,Office of the State Chemist Building,2006,01,445 Agronomy Rd,College Station,77843,Office of the State Chemist Building |  | 1810,235.981513870604203,2715.706866438044017
,1590,Bldg A,No,HOUSING TAMU,1590,,White Creek Apartments #1,2015,05,225 Discovery Dr,College Station,77843,White Creek Apartments #1 | Bldg A | 1590,561.646757392636573,3247.048502808260764
,1591,Bldg B,No,HOUSING TAMU,1591,,White Creek Apartments #2,2015,05,225 Discovery Dr,College Station,77843,White Creek Apartments #2 | Bldg B | 1591,585.188015436549790,3545.744940345196483
,1592,Bldg C,No,HOUSING TAMU,1592,,White Creek Apartments #3,2015,05,225 Discovery Dr,College Station,77843,White Creek Apartments #3 | Bldg C | 1592,588.888798535279079,3544.834487777536651
